"age_group","report_date","cases","deaths","confirmed_case_hospitalization","cases_cum","death_cum","moving_avg_cases","moving_avg_deaths"
"<1 years","2020-04-04","0","0","0","6","0","0.28571428571428","0"
"<1 years","2020-04-05","0","0","0","6","0","0.28571428571428","0"
"<1 years","2020-04-06","0","0","0","6","0","0.28571428571428","0"
"<1 years","2020-04-07","1","0","0","7","0","0.28571428571428","0"
"<1 years","2020-04-08","1","0","1","8","0","0.28571428571428","0"
"<1 years","2020-04-09","2","0","1","10","0","0.57142857142857","0"
"<1 years","2020-04-10","0","0","0","10","0","0.57142857142857","0"
"<1 years","2020-04-11","2","0","0","12","0","0.85714285714285","0"
"<1 years","2020-04-12","0","0","0","12","0","0.85714285714285","0"
"<1 years","2020-04-13","3","0","2","15","0","1.28571428571428","0"
"<1 years","2020-04-14","0","0","0","15","0","1.14285714285714","0"
"<1 years","2020-04-15","1","0","0","16","0","1.14285714285714","0"
"<1 years","2020-04-16","1","0","0","17","0","1","0"
"<1 years","2020-04-17","0","0","0","17","0","1","0"
"<1 years","2020-04-18","1","0","0","18","0","0.85714285714285","0"
"<1 years","2020-04-19","0","0","0","18","0","0.85714285714285","0"
"<1 years","2020-04-20","0","0","0","18","0","0.42857142857142","0"
"<1 years","2020-04-21","1","0","0","19","0","0.57142857142857","0"
"<1 years","2020-04-22","1","0","0","20","0","0.57142857142857","0"
"<1 years","2020-04-23","4","0","1","24","0","1","0"
"<1 years","2020-04-24","2","0","1","26","0","1.28571428571428","0"
"<1 years","2020-04-25","4","0","1","30","0","1.71428571428571","0"
"<1 years","2020-04-26","0","0","0","30","0","1.71428571428571","0"
"<1 years","2020-04-27","1","0","0","31","0","1.85714285714285","0"
"<1 years","2020-04-28","2","0","1","33","0","2","0"
"<1 years","2020-04-29","1","0","0","34","0","2","0"
"<1 years","2020-04-30","1","0","0","35","0","1.57142857142857","0"
"<1 years","2020-05-01","2","0","1","37","0","1.57142857142857","0"
"<1 years","2020-05-02","0","0","0","37","0","1","0"
"<1 years","2020-05-03","1","0","0","38","0","1.14285714285714","0"
"<1 years","2020-05-04","0","0","0","38","0","1","0"
"<1 years","2020-05-05","0","0","0","38","0","0.71428571428571","0"
"<1 years","2020-05-06","0","0","0","38","0","0.57142857142857","0"
"<1 years","2020-05-07","1","0","0","39","0","0.57142857142857","0"
"<1 years","2020-05-08","1","0","0","40","0","0.42857142857142","0"
"<1 years","2020-05-09","1","0","0","41","0","0.57142857142857","0"
"<1 years","2020-05-10","2","0","0","43","0","0.71428571428571","0"
"<1 years","2020-05-11","0","0","0","43","0","0.71428571428571","0"
"<1 years","2020-05-12","4","0","0","47","0","1.28571428571428","0"
"<1 years","2020-05-13","2","0","0","49","0","1.57142857142857","0"
"<1 years","2020-05-14","0","0","0","49","0","1.42857142857142","0"
"<1 years","2020-05-15","1","0","0","50","0","1.42857142857142","0"
"<1 years","2020-05-16","1","0","0","51","0","1.42857142857142","0"
"<1 years","2020-05-17","3","0","0","54","0","1.57142857142857","0"
"<1 years","2020-05-18","2","0","0","56","0","1.85714285714285","0"
"<1 years","2020-05-19","2","0","0","58","0","1.57142857142857","0"
"<1 years","2020-05-20","1","0","0","59","0","1.42857142857142","0"
"<1 years","2020-05-21","2","0","0","61","0","1.71428571428571","0"
"<1 years","2020-05-22","0","0","0","61","0","1.57142857142857","0"
"<1 years","2020-05-23","7","0","0","68","0","2.42857142857142","0"
"<1 years","2020-05-24","1","0","0","69","0","2.14285714285714","0"
"<1 years","2020-05-25","1","0","0","70","0","2","0"
"<1 years","2020-05-26","1","0","0","71","0","1.85714285714285","0"
"<1 years","2020-05-27","3","0","2","74","0","2.14285714285714","0"
"<1 years","2020-05-28","1","0","0","75","0","2","0"
"<1 years","2020-05-29","3","0","0","78","0","2.42857142857142","0"
"<1 years","2020-05-30","4","0","0","82","0","2","0"
"<1 years","2020-05-31","5","0","0","87","0","2.57142857142857","0"
"<1 years","2020-06-01","3","0","0","90","0","2.85714285714285","0"
"<1 years","2020-06-02","4","0","0","94","0","3.28571428571428","0"
"<1 years","2020-06-03","4","0","0","98","0","3.42857142857142","0"
"<1 years","2020-06-04","4","0","0","102","0","3.85714285714285","0"
"<1 years","2020-06-05","0","0","0","102","0","3.42857142857142","0"
"<1 years","2020-06-06","1","0","0","103","0","3","0"
"<1 years","2020-06-07","1","0","0","104","0","2.42857142857142","0"
"<1 years","2020-06-08","2","0","0","106","0","2.28571428571428","0"
"<1 years","2020-06-09","5","0","0","111","0","2.42857142857142","0"
"<1 years","2020-06-10","8","0","1","119","0","3","0"
"<1 years","2020-06-11","5","0","0","124","0","3.14285714285714","0"
"<1 years","2020-06-12","2","0","0","126","0","3.42857142857142","0"
"<1 years","2020-06-13","3","0","0","129","0","3.71428571428571","0"
"<1 years","2020-06-14","3","0","0","132","0","4","0"
"<1 years","2020-06-15","7","0","0","139","0","4.71428571428571","0"
"<1 years","2020-06-16","4","0","0","143","0","4.57142857142857","0"
"<1 years","2020-06-17","3","0","1","146","0","3.85714285714285","0"
"<1 years","2020-06-18","2","0","0","148","0","3.42857142857142","0"
"<1 years","2020-06-19","6","0","0","154","0","4","0"
"<1 years","2020-06-20","13","0","1","167","0","5.42857142857142","0"
"<1 years","2020-06-21","6","0","0","173","0","5.85714285714285","0"
"<1 years","2020-06-22","9","0","0","182","0","6.14285714285714","0"
"<1 years","2020-06-23","6","0","0","188","0","6.42857142857143","0"
"<1 years","2020-06-24","8","0","3","196","0","7.14285714285714","0"
"<1 years","2020-06-25","6","0","1","202","0","7.71428571428571","0"
"<1 years","2020-06-26","10","0","0","212","0","8.28571428571428","0"
"<1 years","2020-06-27","6","0","2","218","0","7.28571428571428","0"
"<1 years","2020-06-28","9","0","0","227","0","7.71428571428571","0"
"<1 years","2020-06-29","12","0","1","239","0","8.14285714285714","0"
"<1 years","2020-06-30","12","0","1","251","0","9","0"
"<1 years","2020-07-01","10","0","0","261","0","9.28571428571428","0"
"<1 years","2020-07-02","25","0","0","286","0","12","0"
"<1 years","2020-07-03","14","0","1","300","0","12.5714285714285","0"
"<1 years","2020-07-04","9","0","1","309","0","13","0"
"<1 years","2020-07-05","10","0","0","319","0","13.1428571428571","0"
"<1 years","2020-07-06","9","0","2","328","0","12.7142857142857","0"
"<1 years","2020-07-07","25","0","2","353","0","14.5714285714285","0"
"<1 years","2020-07-08","18","0","3","371","0","15.7142857142857","0"
"<1 years","2020-07-09","6","0","0","377","0","13","0"
"<1 years","2020-07-10","11","0","0","388","0","12.5714285714285","0"
"<1 years","2020-07-11","18","0","1","406","0","13.8571428571428","0"
"<1 years","2020-07-12","12","0","1","418","0","14.1428571428571","0"
"<1 years","2020-07-13","20","0","0","438","0","15.7142857142857","0"
"<1 years","2020-07-14","14","0","0","452","0","14.1428571428571","0"
"<1 years","2020-07-15","25","0","2","477","0","15.1428571428571","0"
"<1 years","2020-07-16","19","0","3","496","0","17","0"
"<1 years","2020-07-17","18","0","1","514","0","18","0"
"<1 years","2020-07-18","16","0","0","530","0","17.7142857142857","0"
"<1 years","2020-07-19","13","0","3","543","0","17.8571428571428","0"
"<1 years","2020-07-20","10","0","2","553","0","16.4285714285714","0"
"<1 years","2020-07-21","21","0","2","574","0","17.4285714285714","0"
"<1 years","2020-07-22","13","0","1","587","0","15.7142857142857","0"
"<1 years","2020-07-23","20","0","1","607","0","15.8571428571428","0"
"<1 years","2020-07-24","15","0","1","622","0","15.4285714285714","0"
"<1 years","2020-07-25","22","0","1","644","0","16.2857142857142","0"
"<1 years","2020-07-26","17","0","0","661","0","16.8571428571428","0"
"<1 years","2020-07-27","8","0","0","669","0","16.5714285714285","0"
"<1 years","2020-07-28","18","0","1","687","0","16.1428571428571","0"
"<1 years","2020-07-29","12","0","0","699","0","16","0"
"<1 years","2020-07-30","18","0","2","717","0","15.7142857142857","0"
"<1 years","2020-07-31","22","0","1","739","0","16.7142857142857","0"
"<1 years","2020-08-01","22","0","0","761","0","16.7142857142857","0"
"<1 years","2020-08-02","10","0","2","771","0","15.7142857142857","0"
"<1 years","2020-08-03","5","0","0","776","0","15.2857142857142","0"
"<1 years","2020-08-04","7","0","0","783","0","13.7142857142857","0"
"<1 years","2020-08-05","13","0","1","796","0","13.8571428571428","0"
"<1 years","2020-08-06","12","0","1","808","0","13","0"
"<1 years","2020-08-07","16","0","1","824","0","12.1428571428571","0"
"<1 years","2020-08-08","24","0","1","848","0","12.4285714285714","0"
"<1 years","2020-08-09","17","0","0","865","0","13.4285714285714","0"
"<1 years","2020-08-10","6","0","0","871","0","13.5714285714285","0"
"<1 years","2020-08-11","15","0","4","886","0","14.7142857142857","0"
"<1 years","2020-08-12","19","0","1","905","0","15.5714285714285","0"
"<1 years","2020-08-13","13","0","2","918","0","15.7142857142857","0"
"<1 years","2020-08-14","13","0","1","931","0","15.2857142857142","0"
"<1 years","2020-08-15","18","0","0","949","0","14.4285714285714","0"
"<1 years","2020-08-16","7","0","0","956","0","13","0"
"<1 years","2020-08-17","1","0","0","957","0","12.2857142857142","0"
"<1 years","2020-08-18","10","0","0","967","0","11.5714285714285","0"
"<1 years","2020-08-19","9","0","3","976","0","10.1428571428571","0"
"<1 years","2020-08-20","7","0","0","983","0","9.28571428571428","0"
"<1 years","2020-08-21","13","0","2","996","0","9.28571428571428","0"
"<1 years","2020-08-22","12","0","1","1008","0","8.42857142857143","0"
"<1 years","2020-08-23","8","0","0","1016","0","8.57142857142857","0"
"<1 years","2020-08-24","5","0","1","1021","0","9.14285714285714","0"
"<1 years","2020-08-25","7","0","1","1028","0","8.71428571428571","0"
"<1 years","2020-08-26","2","0","2","1030","0","7.71428571428571","0"
"<1 years","2020-08-27","10","0","1","1040","0","8.14285714285714","0"
"<1 years","2020-08-28","3","0","0","1043","0","6.71428571428571","0"
"<1 years","2020-08-29","7","0","1","1050","0","6","0"
"<1 years","2020-08-30","4","0","0","1054","0","5.42857142857142","0"
"<1 years","2020-08-31","8","0","1","1062","0","5.85714285714285","0"
"<1 years","2020-09-01","11","0","0","1073","0","6.42857142857143","0"
"<1 years","2020-09-02","2","0","0","1075","0","6.42857142857143","0"
"<1 years","2020-09-03","7","0","0","1082","0","6","0"
"<1 years","2020-09-04","6","0","0","1088","0","6.42857142857143","0"
"<1 years","2020-09-05","5","0","0","1093","0","6.14285714285714","0"
"<1 years","2020-09-06","5","0","0","1098","0","6.28571428571428","0"
"<1 years","2020-09-07","1","0","0","1099","0","5.28571428571428","0"
"<1 years","2020-09-08","2","0","0","1101","0","4","0"
"<1 years","2020-09-09","5","0","1","1106","0","4.42857142857142","0"
"<1 years","2020-09-10","11","0","1","1117","0","5","0"
"<1 years","2020-09-11","4","0","0","1121","0","4.71428571428571","0"
"<1 years","2020-09-12","10","0","1","1131","0","5.42857142857142","0"
"<1 years","2020-09-13","5","0","0","1136","0","5.42857142857142","0"
"<1 years","2020-09-14","1","0","0","1137","0","5.42857142857142","0"
"<1 years","2020-09-15","6","0","1","1143","0","6","0"
"<1 years","2020-09-16","8","0","3","1151","0","6.42857142857143","0"
"<1 years","2020-09-17","4","0","0","1155","0","5.42857142857142","0"
"<1 years","2020-09-18","9","0","1","1164","0","6.14285714285714","0"
"<1 years","2020-09-19","9","0","1","1173","0","6","0"
"<1 years","2020-09-20","4","0","0","1177","0","5.85714285714285","0"
"<1 years","2020-09-21","3","0","0","1180","0","6.14285714285714","0"
"<1 years","2020-09-22","5","0","1","1185","0","6","0"
"<1 years","2020-09-23","4","0","1","1189","0","5.42857142857142","0"
"<1 years","2020-09-24","5","0","0","1194","0","5.57142857142857","0"
"<1 years","2020-09-25","4","0","0","1198","0","4.85714285714285","0"
"<1 years","2020-09-26","5","0","0","1203","0","4.28571428571428","0"
"<1 years","2020-09-27","7","0","0","1210","0","4.71428571428571","0"
"<1 years","2020-09-28","1","0","0","1211","0","4.42857142857142","0"
"<1 years","2020-09-29","5","0","0","1216","0","4.42857142857142","0"
"<1 years","2020-09-30","7","0","0","1223","0","4.85714285714285","0"
"<1 years","2020-10-01","6","0","1","1229","0","5","0"
"<1 years","2020-10-02","2","0","1","1231","0","4.71428571428571","0"
"<1 years","2020-10-03","2","0","0","1233","0","4.28571428571428","0"
"<1 years","2020-10-04","6","0","1","1239","0","4.14285714285714","0"
"<1 years","2020-10-05","4","0","1","1243","0","4.57142857142857","0"
"<1 years","2020-10-06","3","0","0","1246","0","4.28571428571428","0"
"<1 years","2020-10-07","6","0","0","1252","0","4.14285714285714","0"
"<1 years","2020-10-08","4","0","0","1256","0","3.85714285714285","0"
"<1 years","2020-10-09","3","0","0","1259","0","4","0"
"<1 years","2020-10-10","5","0","2","1264","0","4.42857142857142","0"
"<1 years","2020-10-11","2","0","1","1266","0","3.85714285714285","0"
"<1 years","2020-10-12","1","0","0","1267","0","3.42857142857142","0"
"<1 years","2020-10-13","3","0","1","1270","0","3.42857142857142","0"
"<1 years","2020-10-14","4","0","0","1274","0","3.14285714285714","0"
"<1 years","2020-10-15","7","0","0","1281","0","3.57142857142857","0"
"<1 years","2020-10-16","7","0","0","1288","0","4.14285714285714","0"
"<1 years","2020-10-17","6","0","1","1294","0","4.28571428571428","0"
"<1 years","2020-10-18","2","0","0","1296","0","4.28571428571428","0"
"<1 years","2020-10-19","2","0","0","1298","0","4.42857142857142","0"
"<1 years","2020-10-20","4","0","0","1302","0","4.57142857142857","0"
"<1 years","2020-10-21","5","0","0","1307","0","4.71428571428571","0"
"<1 years","2020-10-22","5","0","0","1312","0","4.42857142857142","0"
"<1 years","2020-10-23","10","0","0","1322","0","4.85714285714285","0"
"<1 years","2020-10-24","4","0","1","1326","0","4.57142857142857","0"
"<1 years","2020-10-25","9","0","0","1335","0","5.57142857142857","0"
"<1 years","2020-10-26","3","0","0","1338","0","5.71428571428571","0"
"<1 years","2020-10-27","5","0","1","1343","0","5.85714285714285","0"
"<1 years","2020-10-28","6","0","1","1349","0","6","0"
"<1 years","2020-10-29","9","0","0","1358","0","6.57142857142857","0"
"<1 years","2020-10-30","9","0","0","1367","0","6.42857142857143","0"
"<1 years","2020-10-31","12","0","1","1379","0","7.57142857142857","0"
"<1 years","2020-11-01","4","0","0","1383","0","6.85714285714285","0"
"<1 years","2020-11-02","5","0","0","1388","0","7.14285714285714","0"
"<1 years","2020-11-03","5","0","1","1393","0","7.14285714285714","0"
"<1 years","2020-11-04","7","0","0","1400","0","7.28571428571428","0"
"<1 years","2020-11-05","4","0","1","1404","0","6.57142857142857","0"
"<1 years","2020-11-06","7","0","0","1411","0","6.28571428571428","0"
"<1 years","2020-11-07","6","0","2","1417","0","5.42857142857142","0"
"<1 years","2020-11-08","3","0","0","1420","0","5.28571428571428","0"
"<1 years","2020-11-09","6","0","0","1426","0","5.42857142857142","0"
"<1 years","2020-11-10","15","0","3","1441","0","6.85714285714285","0"
"<1 years","2020-11-11","7","0","0","1448","0","6.85714285714285","0"
"<1 years","2020-11-12","3","0","1","1451","0","6.71428571428571","0"
"<1 years","2020-11-13","5","0","0","1456","0","6.42857142857143","0"
"<1 years","2020-11-14","11","0","1","1467","0","7.14285714285714","0"
"<1 years","2020-11-15","4","0","0","1471","0","7.28571428571428","0"
"<1 years","2020-11-16","3","0","0","1474","0","6.85714285714285","0"
"<1 years","2020-11-17","11","0","1","1485","0","6.28571428571428","0"
"<1 years","2020-11-18","13","0","0","1498","0","7.14285714285714","0"
"<1 years","2020-11-19","9","0","1","1507","0","8","0"
"<1 years","2020-11-20","9","0","1","1516","0","8.57142857142857","0"
"<1 years","2020-11-21","4","0","1","1520","0","7.57142857142857","0"
"<1 years","2020-11-22","8","0","0","1528","0","8.14285714285714","0"
"<1 years","2020-11-23","5","0","1","1533","0","8.42857142857143","0"
"<1 years","2020-11-24","9","0","1","1542","0","8.14285714285714","0"
"<1 years","2020-11-25","10","0","1","1552","0","7.71428571428571","0"
"<1 years","2020-11-26","11","0","0","1563","0","8","0"
"<1 years","2020-11-27","7","0","0","1570","0","7.71428571428571","0"
"<1 years","2020-11-28","10","0","1","1580","0","8.57142857142857","0"
"<1 years","2020-11-29","3","0","0","1583","0","7.85714285714285","0"
"<1 years","2020-11-30","8","0","1","1591","0","8.28571428571428","0"
"<1 years","2020-12-01","14","0","4","1605","0","9","0"
"<1 years","2020-12-02","8","0","0","1613","0","8.71428571428571","0"
"<1 years","2020-12-03","22","0","1","1635","0","10.2857142857142","0"
"<1 years","2020-12-04","16","0","1","1651","0","11.5714285714285","0"
"<1 years","2020-12-05","20","0","2","1671","0","13","0"
"<1 years","2020-12-06","8","0","0","1679","0","13.7142857142857","0"
"<1 years","2020-12-07","19","0","2","1698","0","15.2857142857142","0"
"<1 years","2020-12-08","11","0","0","1709","0","14.8571428571428","0"
"<1 years","2020-12-09","19","0","0","1728","0","16.4285714285714","0"
"<1 years","2020-12-10","32","0","1","1760","0","17.8571428571428","0"
"<1 years","2020-12-11","14","0","5","1774","0","17.5714285714285","0"
"<1 years","2020-12-12","20","0","2","1794","0","17.5714285714285","0"
"<1 years","2020-12-13","9","0","0","1803","0","17.7142857142857","0"
"<1 years","2020-12-14","9","0","0","1812","0","16.2857142857142","0"
"<1 years","2020-12-15","24","0","1","1836","0","18.1428571428571","0"
"<1 years","2020-12-16","10","0","0","1846","0","16.8571428571428","0"
"<1 years","2020-12-17","26","0","1","1872","0","16","0"
"<1 years","2020-12-18","28","0","2","1900","0","18","0"
"<1 years","2020-12-19","20","0","2","1920","0","18","0"
"<1 years","2020-12-20","22","0","1","1942","0","19.8571428571428","0"
"<1 years","2020-12-21","7","0","0","1949","0","19.5714285714285","0"
"<1 years","2020-12-22","25","0","1","1974","0","19.7142857142857","0"
"<1 years","2020-12-23","23","0","2","1997","0","21.5714285714285","0"
"<1 years","2020-12-24","35","0","1","2032","0","22.8571428571428","0"
"<1 years","2020-12-25","19","0","1","2051","0","21.5714285714285","0"
"<1 years","2020-12-26","6","0","0","2057","0","19.5714285714285","0"
"<1 years","2020-12-27","8","0","0","2065","0","17.5714285714285","0"
"<1 years","2020-12-28","22","0","2","2087","0","19.7142857142857","0"
"<1 years","2020-12-29","27","0","4","2114","0","20","0"
"<1 years","2020-12-30","10","0","0","2124","0","18.1428571428571","0"
"<1 years","2020-12-31","51","0","2","2175","0","20.4285714285714","0"
"<1 years","2021-01-01","25","0","1","2200","0","21.2857142857142","0"
"<1 years","2021-01-02","28","0","1","2228","0","24.4285714285714","0"
"<1 years","2021-01-03","29","0","1","2257","0","27.4285714285714","0"
"<1 years","2021-01-04","10","0","0","2267","0","25.7142857142857","0"
"<1 years","2021-01-05","19","0","4","2286","0","24.5714285714285","0"
"<1 years","2021-01-06","24","0","5","2310","0","26.5714285714285","0"
"<1 years","2021-01-07","18","0","0","2328","0","21.8571428571428","0"
"<1 years","2021-01-08","26","0","0","2354","0","22","0"
"<1 years","2021-01-09","39","0","4","2393","0","23.5714285714285","0"
"<1 years","2021-01-10","21","0","0","2414","0","22.4285714285714","0"
"<1 years","2021-01-11","18","0","0","2432","0","23.5714285714285","0"
"<1 years","2021-01-12","31","0","4","2463","0","25.2857142857142","0"
"<1 years","2021-01-13","33","0","1","2496","0","26.5714285714285","0"
"<1 years","2021-01-14","30","0","2","2526","0","28.2857142857142","0"
"<1 years","2021-01-15","34","0","0","2560","0","29.4285714285714","0"
"<1 years","2021-01-16","24","0","2","2584","0","27.2857142857142","0"
"<1 years","2021-01-17","28","0","1","2612","0","28.2857142857142","0"
"<1 years","2021-01-18","14","0","3","2626","0","27.7142857142857","0"
"<1 years","2021-01-19","14","0","2","2640","0","25.2857142857142","0"
"<1 years","2021-01-20","23","0","2","2663","0","23.8571428571428","0"
"<1 years","2021-01-21","18","0","1","2681","0","22.1428571428571","0"
"<1 years","2021-01-22","22","0","1","2703","0","20.4285714285714","0"
"<1 years","2021-01-23","23","0","1","2726","0","20.2857142857142","0"
"<1 years","2021-01-24","19","0","3","2745","0","19","0"
"<1 years","2021-01-25","17","0","2","2762","0","19.4285714285714","0"
"<1 years","2021-01-26","27","0","2","2789","0","21.2857142857142","0"
"<1 years","2021-01-27","16","0","1","2805","0","20.2857142857142","0"
"<1 years","2021-01-28","14","0","0","2819","0","19.7142857142857","0"
"<1 years","2021-01-29","22","0","0","2841","0","19.7142857142857","0"
"<1 years","2021-01-30","26","0","2","2867","0","20.1428571428571","0"
"<1 years","2021-01-31","20","0","0","2887","0","20.2857142857142","0"
"<1 years","2021-02-01","11","0","1","2898","0","19.4285714285714","0"
"<1 years","2021-02-02","12","0","1","2910","0","17.2857142857142","0"
"<1 years","2021-02-03","16","0","0","2926","0","17.2857142857142","0"
"<1 years","2021-02-04","18","0","1","2944","0","17.8571428571428","0"
"<1 years","2021-02-05","14","0","0","2958","0","16.7142857142857","0"
"<1 years","2021-02-06","24","0","2","2982","0","16.4285714285714","0"
"<1 years","2021-02-07","18","0","0","3000","0","16.1428571428571","0"
"<1 years","2021-02-08","13","0","0","3013","0","16.4285714285714","0"
"<1 years","2021-02-09","15","0","0","3028","0","16.8571428571428","0"
"<1 years","2021-02-10","12","0","0","3040","0","16.2857142857142","0"
"<1 years","2021-02-11","14","0","0","3054","0","15.7142857142857","0"
"<1 years","2021-02-12","14","0","2","3068","0","15.7142857142857","0"
"<1 years","2021-02-13","21","0","1","3089","0","15.2857142857142","0"
"<1 years","2021-02-14","4","0","0","3093","0","13.2857142857142","0"
"<1 years","2021-02-15","12","0","2","3105","0","13.1428571428571","0"
"<1 years","2021-02-16","8","0","1","3113","0","12.1428571428571","0"
"<1 years","2021-02-17","17","0","0","3130","0","12.8571428571428","0"
"<1 years","2021-02-18","9","0","0","3139","0","12.1428571428571","0"
"<1 years","2021-02-19","12","0","0","3151","0","11.8571428571428","0"
"<1 years","2021-02-20","8","0","0","3159","0","10","0"
"<1 years","2021-02-21","8","0","0","3167","0","10.5714285714285","0"
"<1 years","2021-02-22","5","0","0","3172","0","9.57142857142857","0"
"<1 years","2021-02-23","9","0","1","3181","0","9.71428571428571","0"
"<1 years","2021-02-24","17","0","0","3198","0","9.71428571428571","0"
"<1 years","2021-02-25","11","0","1","3209","0","10","0"
"<1 years","2021-02-26","8","0","0","3217","0","9.42857142857143","0"
"<1 years","2021-02-27","6","0","0","3223","0","9.14285714285714","0"
"<1 years","2021-02-28","5","0","0","3228","0","8.71428571428571","0"
"<1 years","2021-03-01","6","0","0","3234","0","8.85714285714285","0"
"<1 years","2021-03-02","2","0","1","3236","0","7.85714285714285","0"
"<1 years","2021-03-03","14","0","0","3250","0","7.42857142857143","0"
"<1 years","2021-03-04","5","0","0","3255","0","6.57142857142857","0"
"<1 years","2021-03-05","8","0","1","3263","0","6.57142857142857","0"
"<1 years","2021-03-06","4","0","0","3267","0","6.28571428571428","0"
"<1 years","2021-03-07","0","0","0","3267","0","5.57142857142857","0"
"<1 years","2021-03-08","3","0","0","3270","0","5.14285714285714","0"
"<1 years","2021-03-09","5","0","1","3275","0","5.57142857142857","0"
"<1 years","2021-03-10","4","0","0","3279","0","4.14285714285714","0"
"<1 years","2021-03-11","4","0","0","3283","0","4","0"
"<1 years","2021-03-12","9","0","0","3292","0","4.14285714285714","0"
"<1 years","2021-03-13","2","0","0","3294","0","3.85714285714285","0"
"<1 years","2021-03-14","3","0","0","3297","0","4.28571428571428","0"
"<1 years","2021-03-15","4","0","0","3301","0","4.42857142857142","0"
"<1 years","2021-03-16","3","0","0","3304","0","4.14285714285714","0"
"<1 years","2021-03-17","8","0","0","3312","0","4.71428571428571","0"
"<1 years","2021-03-18","5","0","0","3317","0","4.85714285714285","0"
"<1 years","2021-03-19","11","0","2","3328","0","5.14285714285714","0"
"<1 years","2021-03-20","8","0","0","3336","0","6","0"
"<1 years","2021-03-21","7","0","1","3343","0","6.57142857142857","0"
"<1 years","2021-03-22","2","0","0","3345","0","6.28571428571428","0"
"<1 years","2021-03-23","1","0","0","3346","0","6","0"
"<1 years","2021-03-24","3","0","0","3349","0","5.28571428571428","0"
"<1 years","2021-03-25","5","0","0","3354","0","5.28571428571428","0"
"<1 years","2021-03-26","7","0","0","3361","0","4.71428571428571","0"
"<1 years","2021-03-27","3","0","0","3364","0","4","0"
"<1 years","2021-03-28","3","0","0","3367","0","3.42857142857142","0"
"<1 years","2021-03-29","10","0","3","3377","0","4.57142857142857","0"
"<1 years","2021-03-30","5","0","1","3382","0","5.14285714285714","0"
"<1 years","2021-03-31","3","0","0","3385","0","5.14285714285714","0"
"<1 years","2021-04-01","2","0","0","3387","0","4.71428571428571","0"
"<1 years","2021-04-02","8","0","0","3395","0","4.85714285714285","0"
"<1 years","2021-04-03","3","0","1","3398","0","4.85714285714285","0"
"<1 years","2021-04-04","3","0","0","3401","0","4.85714285714285","0"
"<1 years","2021-04-05","5","0","0","3406","0","4.14285714285714","0"
"<1 years","2021-04-06","2","0","0","3408","0","3.71428571428571","0"
"<1 years","2021-04-07","6","0","0","3414","0","4.14285714285714","0"
"<1 years","2021-04-08","4","0","0","3418","0","4.42857142857142","0"
"<1 years","2021-04-09","4","0","0","3422","0","3.85714285714285","0"
"<1 years","2021-04-10","4","0","0","3426","0","4","0"
"<1 years","2021-04-11","3","0","0","3429","0","4","0"
"<1 years","2021-04-12","5","0","0","3434","0","4","0"
"<1 years","2021-04-13","4","0","0","3438","0","4.28571428571428","0"
"<1 years","2021-04-14","8","0","1","3446","0","4.57142857142857","0"
"<1 years","2021-04-15","8","0","1","3454","0","5.14285714285714","0"
"<1 years","2021-04-16","7","0","0","3461","0","5.57142857142857","0"
"<1 years","2021-04-17","10","0","0","3471","0","6.42857142857143","0"
"<1 years","2021-04-18","2","0","0","3473","0","6.28571428571428","0"
"<1 years","2021-04-19","2","0","1","3475","0","5.85714285714285","0"
"<1 years","2021-04-20","3","0","0","3478","0","5.71428571428571","0"
"<1 years","2021-04-21","7","0","0","3485","0","5.57142857142857","0"
"<1 years","2021-04-22","5","0","0","3490","0","5.14285714285714","0"
"<1 years","2021-04-23","10","0","1","3500","0","5.57142857142857","0"
"<1 years","2021-04-24","3","0","0","3503","0","4.57142857142857","0"
"<1 years","2021-04-25","6","0","0","3509","0","5.14285714285714","0"
"<1 years","2021-04-26","8","0","2","3517","0","6","0"
"<1 years","2021-04-27","11","0","2","3528","0","7.14285714285714","0"
"<1 years","2021-04-28","3","0","0","3531","0","6.57142857142857","0"
"<1 years","2021-04-29","6","0","0","3537","0","6.71428571428571","0"
"<1 years","2021-04-30","7","0","2","3544","0","6.28571428571428","0"
"<1 years","2021-05-01","6","0","0","3550","0","6.71428571428571","0"
"<1 years","2021-05-02","6","0","0","3556","0","6.71428571428571","0"
"<1 years","2021-05-03","5","0","0","3561","0","6.28571428571428","0"
"<1 years","2021-05-04","7","0","0","3568","0","5.71428571428571","0"
"<1 years","2021-05-05","5","0","1","3573","0","6","0"
"<1 years","2021-05-06","7","0","0","3580","0","6.14285714285714","0"
"<1 years","2021-05-07","5","0","1","3585","0","5.85714285714285","0"
"<1 years","2021-05-08","5","0","0","3590","0","5.71428571428571","0"
"<1 years","2021-05-09","4","0","0","3594","0","5.42857142857142","0"
"<1 years","2021-05-10","4","0","0","3598","0","5.28571428571428","0"
"<1 years","2021-05-11","3","0","1","3601","0","4.71428571428571","0"
"<1 years","2021-05-12","4","0","0","3605","0","4.57142857142857","0"
"<1 years","2021-05-13","7","0","0","3612","0","4.57142857142857","0"
"<1 years","2021-05-14","4","0","0","3616","0","4.42857142857142","0"
"<1 years","2021-05-15","2","0","0","3618","0","4","0"
"<1 years","2021-05-16","5","0","1","3623","0","4.14285714285714","0"
"<1 years","2021-05-17","1","0","0","3624","0","3.71428571428571","0"
"<1 years","2021-05-18","4","0","0","3628","0","3.85714285714285","0"
"<1 years","2021-05-19","4","0","0","3632","0","3.85714285714285","0"
