,date,new_cases_clarke,cases_cum_clarke,X7_day_ave_clarke,wrf,collection_num,target,mean_copy_num_uL_rxn,mean_copy_num_L,sd_L,se_L,mean_total_copies,sd_total_copies,lo_95,up_95
1211,11/10/21,7,17449,9,MI,130,N2,0.004,3428.571429,0,0,43348352229,0,3428.571429,3428.571429
1212,11/10/21,7,17449,9,NO,130,N1,0.140202447,120173.5262,145674.0295,59471.17349,2.37916E+12,2.88401E+12,1231.179229,239115.8732
1213,11/10/21,7,17449,9,NO,130,N2,0.079396884,68054.47233,83404.83325,34049.88059,1.34732E+12,1.65122E+12,-45.28885438,136154.2335
1214,11/11/21,10,17459,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1215,11/12/21,22,17481,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1216,11/13/21,12,17493,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1217,11/14/21,1,17494,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1218,11/15/21,3,17497,9,CC,131,N1,0.083055409,71190.35083,59850.02858,24433.67185,4.25786E+11,3.5796E+11,22323.00713,120057.6945
1219,11/15/21,3,17497,9,CC,131,N2,0.041480586,35554.78808,78692.83816,32126.21665,2.12651E+11,4.70658E+11,-28697.64522,99807.22138
1220,11/15/21,3,17497,9,MI,131,N1,0.115367667,98886.57193,60146.19519,24554.58136,1.26148E+12,7.67275E+11,49777.4092,147995.7347
1221,11/15/21,3,17497,9,MI,131,N2,0.046491362,39849.73904,64882.58832,26488.20576,5.08356E+11,8.27696E+11,-13126.67248,92826.15057
1222,11/15/21,3,17497,9,NO,131,N1,0.209567503,179629.2887,206551.8083,84324.42262,3.48145E+12,4.00324E+12,10980.44343,348278.1339
1223,11/15/21,3,17497,9,NO,131,N2,0.004,3428.571429,0,0,66450168686,0,3428.571429,3428.571429
1224,11/16/21,3,17500,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1225,11/17/21,11,17511,9,CC,132,N1,0.24555298,210473.9831,131961.26,53872.95881,1.219E+12,7.64277E+11,102728.0655,318219.9007
1226,11/17/21,11,17511,9,CC,132,N2,0.151413797,129783.2543,100330.4655,40959.74104,7.51663E+11,5.81082E+11,47863.77224,211702.7364
1227,11/17/21,11,17511,9,MI,132,N1,0.17171968,147188.2968,208090.0819,84952.42022,1.84423E+12,2.60731E+12,-22716.54362,317093.1372
1228,11/17/21,11,17511,9,MI,132,N2,0.096527084,82737.50063,124768.3636,50936.47112,1.03668E+12,1.56331E+12,-19135.44161,184610.4429
1229,11/17/21,11,17511,9,NO,132,N1,0.208417488,178643.5609,35806.98637,14618.14097,3.58407E+12,7.18384E+11,149407.279,207879.8429
1230,11/17/21,11,17511,9,NO,132,N2,0.274493224,235279.9063,92720.54124,37853.00245,4.72034E+12,1.86022E+12,159573.9014,310985.9112
1231,11/18/21,12,17523,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1232,11/19/21,11,17534,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1233,11/20/21,5,17539,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1234,11/21/21,2,17541,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1235,11/22/21,4,17545,7,CC,133,N1,0.144191858,123593.0216,111256.4543,45420.25727,7.29846E+11,6.56996E+11,32752.507,214433.5361
1236,11/22/21,4,17545,7,CC,133,N2,0.043751456,37501.24776,56913.07801,23234.6668,2.21454E+11,3.36085E+11,-8968.085839,83970.58137
1237,11/22/21,4,17545,7,MI,133,N1,2.152330027,1844854.309,4101380.175,1674381.445,2.36742E+13,5.26311E+13,-1503908.581,5193617.199
1238,11/22/21,4,17545,7,MI,133,N2,3.74229187,3207678.745,7504198.66,3063576.274,4.11627E+13,9.62979E+13,-2919473.803,9334831.294
1239,11/22/21,4,17545,7,NO,133,N1,0.110770846,94946.43972,30408.06606,12414.04098,1.79706E+12,5.75535E+11,70118.35775,119774.5217
1240,11/22/21,4,17545,7,NO,133,N2,0.084790983,72677.98571,62603.43676,25557.74603,1.37558E+12,1.1849E+12,21562.49364,123793.4778
1241,11/23/21,9,17554,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1242,11/24/21,16,17570,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1243,11/25/21,7,17577,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1244,11/26/21,8,17585,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1245,11/27/21,7,17592,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1246,11/28/21,8,17600,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1247,11/29/21,4,17604,8,CC,134,N1,0.33450341,286717.2089,135855.1767,55462.64364,1.72569E+12,8.17685E+11,175791.9216,397642.4962
1248,11/29/21,4,17604,8,CC,134,N2,0.028678967,24581.97178,51815.03719,21153.40035,1.47954E+11,3.11864E+11,-17724.82893,66888.77249
1249,11/29/21,4,17604,8,MI,134,N1,0.269797314,231254.8409,64458.82757,26315.20616,2.89756E+12,8.0765E+11,178624.4286,283885.2532
1250,11/29/21,4,17604,8,MI,134,N2,0.061878016,53038.29939,62285.55461,25427.97119,6.64554E+11,7.8042E+11,2182.357015,103894.2418
1251,11/29/21,4,17604,8,NO,134,N1,0.242931533,208227.0286,200740.7956,81952.08665,3.82289E+12,3.68545E+12,44322.85532,372131.2019
1252,11/29/21,4,17604,8,NO,134,N2,0.117245987,100496.5601,124107.414,50666.63959,1.84504E+12,2.27852E+12,-836.7190267,201829.8393
1253,11/30/21,2,17606,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1254,12/1/21,9,17615,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1255,12/2/21,15,17630,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1256,12/3/21,4,17634,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1257,12/4/21,13,17647,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1258,12/5/21,10,17657,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1259,12/6/21,6,17663,8,CC,136,N1,0.004,3428.571429,0,0,22063532571,0,3428.571429,3428.571429
1260,12/6/21,6,17663,8,CC,136,N2,0.004,3428.571429,0,0,22063532571,0,3428.571429,3428.571429
1261,12/6/21,6,17663,8,MI,136,N1,0.301939681,258805.4407,107624.7501,43937.62025,3.27215E+12,1.36073E+12,170930.2002,346680.6812
1262,12/6/21,6,17663,8,MI,136,N2,0.127298841,109113.2923,77274.96149,31547.37093,1.37955E+12,9.77008E+11,46018.55049,172208.0342
1263,12/6/21,6,17663,8,NO,136,N1,0.0550414,47178.34289,57620.65789,23523.53508,8.73302E+11,1.0666E+12,131.2727265,94225.41305
1264,12/6/21,6,17663,8,NO,136,N2,0.015448634,13241.68646,24037.12461,9813.115031,2.45112E+11,4.44943E+11,-6384.543602,32867.91652
1265,12/7/21,8,17671,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1266,12/8/21,27,17698,12,CC,137,N1,0.159167606,136429.3762,79172.66525,32322.10524,8.46963E+11,4.9151E+11,71785.1657,201073.5867
1267,12/8/21,27,17698,12,CC,137,N2,0.029958737,25678.91708,54501.99345,22250.34565,1.59417E+11,3.38352E+11,-18821.77422,70179.60838
1268,12/8/21,27,17698,12,MI,137,N1,0.382872426,328176.3648,191488.2786,78174.76239,4.12438E+12,2.40654E+12,171826.8401,484525.8896
1269,12/8/21,27,17698,12,MI,137,N2,0.293593206,251651.3191,207927.3311,84885.97744,3.16264E+12,2.61314E+12,81879.36422,421423.274
1270,12/8/21,27,17698,12,NO,137,N1,0.232286231,199102.484,61055.40543,24925.76489,4.02468E+12,1.23418E+12,149250.9542,248954.0138
1271,12/8/21,27,17698,12,NO,137,N2,0.085610609,73380.52186,100827.56,41162.67901,1.48332E+12,2.03814E+12,-8944.836168,155705.8799
1272,12/9/21,7,17705,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1273,12/10/21,20,17725,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1274,12/11/21,11,17736,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1275,12/12/21,9,17745,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1276,12/13/21,15,17760,14,CC,138,N1,0.160075779,137207.8109,95062.70852,38809.18824,8.72572E+11,6.0455E+11,59589.43441,214826.1874
1277,12/13/21,15,17760,14,CC,138,N2,0.100428943,86081.95157,78840.10111,32186.3365,5.47437E+11,5.01383E+11,21709.27857,150454.6246
1278,12/13/21,15,17760,14,MI,138,N1,0.101078603,86638.80232,50886.21745,20774.21128,1.05932E+12,6.22179E+11,45090.37975,128187.2249
1279,12/13/21,15,17760,14,MI,138,N2,0.017446072,14953.77607,28230.87056,11525.20465,1.82838E+11,3.45175E+11,-8096.633217,38004.18536
1280,12/13/21,15,17760,14,NO,138,N1,0.316964582,271683.9275,106801.8847,43601.68685,4.89535E+12,1.92442E+12,184480.5538,358887.3012
1281,12/13/21,15,17760,14,NO,138,N2,0.089209863,76465.59686,100591.0807,41066.13675,1.3778E+12,1.81251E+12,-5666.676629,158597.8704
1282,12/14/21,15,17775,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,12/15/21,9,17784,12,CC,139,N1,0.385708564,330607.3405,66289.35838,27062.51724,1.83968E+12,3.68871E+11,276482.306,384732.3749
1284,12/15/21,9,17784,12,CC,139,N2,0.270347744,231726.6378,133001.8825,54297.79115,1.28946E+12,7.40096E+11,123131.0555,340322.2201
1285,12/15/21,9,17784,12,MI,139,N1,4.248607542,3641663.607,7817310.868,3191403.798,4.38369E+13,9.41017E+13,-2741143.989,10024471.2
1286,12/15/21,9,17784,12,MI,139,N2,5.390162232,4620139.056,10853324.37,4430851.121,5.56154E+13,1.30648E+14,-4241563.185,13481841.3
1287,12/15/21,9,17784,12,NO,139,N1,0.012164564,10426.76929,17142.01388,6998.197863,2.04847E+11,3.36777E+11,-3569.626434,24423.16502
1288,12/15/21,9,17784,12,NO,139,N2,0.037638449,32261.52774,46052.05107,18800.67112,6.33819E+11,9.04751E+11,-5339.814507,69862.86999
1289,12/16/21,16,17800,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1290,12/17/21,23,17823,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1291,12/18/21,19,17842,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1292,12/19/21,17,17859,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1293,12/20/21,28,17887,18,CC,140,N1,0.94531985,810274.1574,263877.4955,107727.5364,4.14075E+12,1.34849E+12,594819.0846,1025729.23
1294,12/20/21,28,17887,18,CC,140,N2,0.136414521,116926.7326,118981.9572,48574.18061,5.97531E+11,6.08034E+11,19778.3714,214075.0939
1295,12/20/21,28,17887,18,MI,140,N1,0.714655529,612561.8817,268042.074,109427.7185,7.28103E+12,3.186E+12,393706.4447,831417.3187
1296,12/20/21,28,17887,18,MI,140,N2,0.01674883,14356.14007,26766.9673,10927.56864,1.7064E+11,3.18157E+11,-7498.997215,36211.27736
1297,12/20/21,28,17887,18,NO,140,N1,0.902654637,773703.9748,297482.2459,121446.6183,1.23888E+13,4.76337E+12,530810.7381,1016597.212
1298,12/20/21,28,17887,18,NO,140,N2,0.004,3428.571429,0,0,54899260457,0,3428.571429,3428.571429
1299,12/21/21,28,17915,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1300,12/22/21,77,17992,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1301,12/23/21,113,18105,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1302,12/24/21,132,18237,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1303,12/25/21,133,18370,75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1304,12/26/21,92,18462,86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1305,12/27/21,47,18509,89,CC,141,N1,0.952591893,816507.3367,154834.115,63210.76274,3.95624E+12,7.50222E+11,690085.8112,942928.8622
1306,12/27/21,47,18509,89,CC,141,N2,1.342100224,1150371.621,474004.8757,193511.6802,5.57392E+12,2.29671E+12,763348.2606,1537394.981
1307,12/27/21,47,18509,89,MI,141,N1,2.222800115,1905257.242,563837.0745,230185.5218,2.14923E+13,6.36038E+12,1444886.198,2365628.285
1308,12/27/21,47,18509,89,MI,141,N2,2.186194766,1873881.228,770535.9776,314569.9956,2.11384E+13,8.69205E+12,1244741.237,2503021.219
1309,12/27/21,47,18509,89,NO,141,N1,1.22638906,1051190.623,122834.2958,50146.89127,1.43649E+13,1.67857E+12,950896.8402,1151484.405
1310,12/27/21,47,18509,89,NO,141,N2,0.927656876,795134.4647,315545.6146,128820.9577,1.08658E+13,4.31203E+12,537492.5493,1052776.38
1311,12/28/21,87,18596,97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1312,12/29/21,178,18774,112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1313,12/30/21,262,19036,133,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1314,12/31/21,244,19280,149,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1315,1/1/22,238,19518,164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1316,1/2/22,206,19724,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1317,1/3/22,122,19846,191,CC,142,N1,1.003460105,860108.6618,241349.1562,98530.38041,8.30245E+12,2.32969E+12,663047.901,1057169.423
1318,1/3/22,122,19846,191,CC,142,N2,1.638885936,1404759.374,398226.1806,162575.1575,1.35599E+13,3.844E+12,1079609.059,1729909.689
1319,1/3/22,122,19846,191,MI,142,N1,1.659852343,1422730.58,356164.3731,145403.4964,3.87226E+13,9.69376E+12,1131923.587,1713537.573
1320,1/3/22,122,19846,191,MI,142,N2,2.511989993,2153134.28,726245.1838,296488.3548,5.86021E+13,1.97663E+13,1560157.57,2746110.989
1321,1/3/22,122,19846,191,NO,142,N1,1.190183037,1020156.889,204891.9042,83646.76964,2.92718E+13,5.87905E+12,852863.3493,1187450.428
1322,1/3/22,122,19846,191,NO,142,N2,2.136734672,1831486.862,416624.0887,170086.072,5.25516E+13,1.19544E+13,1491314.718,2171659.006
1323,1/4/22,94,19940,192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1324,1/5/22,171,20111,191,CC,143,N1,1.281868888,1098744.761,144244.2798,58887.48065,9.23342E+12,1.21217E+12,980969.8001,1216519.723
1325,1/5/22,171,20111,191,CC,143,N2,1.683520353,1443017.446,684668.5777,279514.7764,1.21266E+13,5.75369E+12,883987.8928,2002046.998
1326,1/5/22,171,20111,191,MI,143,N1,1.477716252,1266613.93,299492.8115,122267.4283,1.9706E+13,4.65952E+12,1022079.073,1511148.786
1327,1/5/22,171,20111,191,MI,143,N2,1.186740277,1017205.951,536620.7772,219074.5149,1.58257E+13,8.34876E+12,579056.9215,1455354.981
1328,1/5/22,171,20111,191,NO,143,N1,1.344980759,1152840.65,247890.7712,101200.9836,2.2649E+13,4.87013E+12,950438.6833,1355242.618
1329,1/5/22,171,20111,191,NO,143,N2,0.583502254,500144.7893,336396.7374,137333.3929,9.82598E+12,6.60894E+12,225478.0035,774811.5752
1330,1/6/22,329,20440,201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,1/7/22,316,20756,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1332,1/8/22,318,21074,222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1333,1/9/22,193,21267,220,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1334,1/10/22,167,21434,227,CC,144,N1,1.410496969,1208997.402,169004.1828,68995.66869,8.37509E+12,1.17074E+12,1071006.064,1346988.739
1335,1/10/22,167,21434,227,CC,144,N2,2.071479605,1775553.947,NA,NA,1.22998E+13,NA,NA,NA
1336,1/10/22,167,21434,227,MI,144,N1,1.760071217,1508632.471,615806.8517,251402.0945,2.14726E+13,8.76487E+12,1005828.282,2011436.66
1337,1/10/22,167,21434,227,MI,144,N2,0.199530678,171026.2958,86703.4913,61308.62665,2.43424E+12,1.23406E+12,48409.04253,293643.5491
1338,1/10/22,167,21434,227,NO,144,N1,1.63714482,1403266.988,452902.1543,184896.5302,2.81002E+13,9.06928E+12,1033473.928,1773060.049
1339,1/10/22,167,21434,227,NO,144,N2,0.344531279,295312.5245,188254.685,133116.1643,5.91358E+12,3.76977E+12,29080.1958,561544.8531
1340,1/11/22,300,21734,256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1341,1/12/22,150,21884,253,CC,145,N1,1.467546875,1257897.322,208500.1201,85119.8176,7.90435E+12,1.31017E+12,1087657.686,1428136.957
1342,1/12/22,150,21884,253,CC,145,N2,2.075753121,1779216.961,1062279.547,433673.8089,1.11802E+13,6.67513E+12,911869.3433,2646564.579
1343,1/12/22,150,21884,253,MI,145,N1,1.412592962,1210793.967,202578.2985,82702.24407,1.54917E+13,2.59193E+12,1045389.479,1376198.455
1344,1/12/22,150,21884,253,MI,145,N2,1.869556599,1602477.085,898392.4983,366767.2016,2.05032E+13,1.14946E+13,868942.6814,2336011.488
1345,1/12/22,150,21884,253,NO,145,N1,0.856623823,734248.9911,275057.8857,112291.9116,1.46754E+13,5.49757E+12,509665.1679,958832.8143
1346,1/12/22,150,21884,253,NO,145,N2,0.761296592,652539.9361,416660.7741,170101.0487,1.30423E+13,8.32778E+12,312337.8386,992742.0335
1347,1/13/22,278,22162,246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1348,1/14/22,237,22399,235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1349,1/15/22,240,22639,224,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1350,1/16/22,160,22799,219,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1351,1/17/22,139,22938,215,CC,146,N1,0.845195999,724453.7134,111099.8021,45356.30428,4.99108E+12,7.65416E+11,633741.1048,815166.322
1352,1/17/22,139,22938,215,CC,146,N2,0.820034355,702886.59,115782.2233,47267.89472,4.8425E+12,7.97675E+11,608350.8005,797422.3794
1353,1/17/22,139,22938,215,MI,146,N1,1.116226529,956765.5963,173279.3491,70740.99806,1.41973E+13,2.57126E+12,815283.6002,1098247.592
1354,1/17/22,139,22938,215,MI,146,N2,1.269765123,1088370.105,403026.5204,164534.888,1.61501E+13,5.98043E+12,759300.3294,1417439.881
1355,1/17/22,139,22938,215,NO,146,N1,0.718998294,616284.2519,229011.9397,93493.73289,1.30175E+13,4.83732E+12,429296.7861,803271.7176
1356,1/17/22,139,22938,215,NO,146,N2,0.770094003,660080.5737,319510.542,130439.6326,1.39426E+13,6.74889E+12,399201.3086,920959.8388
1357,1/18/22,81,23019,184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1358,1/19/22,277,23296,202,CC,147,N1,1.020642815,874836.6987,107724.9174,43978.51337,5.82844E+12,7.17698E+11,786879.672,962793.7254
1359,1/19/22,277,23296,202,CC,147,N2,1.34023834,1148775.72,270372.6871,110379.1873,7.65351E+12,1.80131E+12,928017.3457,1369534.095
1360,1/19/22,277,23296,202,MI,147,N1,1.451560024,1244194.306,232214.4372,94801.147,1.74733E+13,3.26119E+12,1054592.013,1433796.6
1361,1/19/22,277,23296,202,MI,147,N2,1.192230252,1021911.644,337536.9441,137798.8804,1.43516E+13,4.74033E+12,746313.8835,1297509.405
1362,1/19/22,277,23296,202,NO,147,N1,0.929872983,797033.9854,141186.4883,57639.14248,1.67751E+13,2.97154E+12,681755.7004,912312.2703
1363,1/19/22,277,23296,202,NO,147,N2,0.553696031,474596.5983,198529.5573,81049.35237,9.98878E+12,4.17843E+12,312497.8936,636695.3031
1364,1/20/22,490,23786,232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1365,1/21/22,224,24010,230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1366,1/22/22,204,24214,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1367,1/23/22,60,24274,211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1368,1/24/22,99,24373,205,CC,148,N1,3.946204675,3382461.15,6203888.219,2532726.76,2.38154E+13,4.36807E+13,-1682992.369,8447914.669
1369,1/24/22,99,24373,205,CC,148,N2,4.981850702,4270157.744,8987474.349,3669121.039,3.00656E+13,6.32796E+13,-3068084.333,11608399.82
1370,1/24/22,99,24373,205,MI,148,N1,1.209294982,1036538.556,253255.6789,103391.198,1.41254E+13,3.45124E+12,829756.1603,1243320.952
1371,1/24/22,99,24373,205,MI,148,N2,1.003076846,859780.1535,340473.4163,138997.6902,1.17166E+13,4.63979E+12,581784.7731,1137775.534
1372,1/24/22,99,24373,205,NO,148,N1,0.239276608,205094.2352,77758.52828,31744.78624,4.16132E+12,1.5777E+12,141604.6628,268583.8077
1373,1/24/22,99,24373,205,NO,148,N2,0.017911248,15352.49787,29207.5355,11923.92644,3.11499E+11,5.92615E+11,-8495.355008,39200.35074
1374,1/25/22,95,24468,207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1375,1/26/22,135,24603,187,CC,149,N1,1.11370508,954604.3543,353162.8553,144178.1319,6.39602E+12,2.36625E+12,666248.0904,1242960.618
1376,1/26/22,135,24603,187,CC,149,N2,0.752334076,644857.7798,313835.4003,128122.7657,4.32066E+12,2.10275E+12,388612.2485,901103.3112
1377,1/26/22,135,24603,187,MI,149,N1,1.273941353,1091949.731,160824.2408,65656.22139,1.40952E+13,2.07596E+12,960637.2883,1223262.174
1378,1/26/22,135,24603,187,MI,149,N2,1.157916503,992499.86,304444.8052,124289.0713,1.28114E+13,3.92985E+12,743921.7175,1241078.003
1379,1/26/22,135,24603,187,NO,149,N1,0.193159256,165565.0769,136940.0672,55905.54834,3.42196E+12,2.83032E+12,53753.98021,277376.1736
1380,1/26/22,135,24603,187,NO,149,N2,0.004,3428.571429,0,0,70862875200,0,3428.571429,3428.571429
1381,1/27/22,348,24951,166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1382,1/28/22,130,25081,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1383,1/29/22,101,25182,138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1384,1/30/22,79,25261,141,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1385,1/31/22,61,25322,136,CC,150,N1,0.435425621,373221.9612,150473.4763,61430.53945,2.44414E+12,9.85415E+11,250360.8823,496083.0401
1386,1/31/22,61,25322,136,CC,150,N2,0.626910906,537352.2053,238757.029,97472.14892,3.51899E+12,1.56356E+12,342407.9075,732296.5032
1387,1/31/22,61,25322,136,MI,150,N1,0.908493118,778708.3871,172602.6622,70464.74177,1.01107E+13,2.24107E+12,637778.9036,919637.8706
1388,1/31/22,61,25322,136,MI,150,N2,1.188183118,1018442.673,454484.8741,185542.6729,1.32234E+13,5.90101E+12,647357.3272,1389528.019
1389,1/31/22,61,25322,136,NO,150,N1,0.402001188,344572.4472,220471.2036,90006.99196,6.56087E+12,4.19791E+12,164558.4633,524586.4311
1390,1/31/22,61,25322,136,NO,150,N2,0.318905162,273347.282,238962.9581,97556.21914,5.2047E+12,4.55E+12,78234.8437,468459.7203
1391,2/1/22,43,25365,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1392,2/2/22,90,25455,122,CC,151,N1,0.460924273,395077.9483,208213.5523,85002.82679,2.61718E+12,1.3793E+12,225072.2948,565083.6019
1393,2/2/22,90,25455,122,CC,151,N2,0.512828958,439567.6782,347519.0148,141874.0437,2.9119E+12,2.30213E+12,155819.5908,723315.7656
1394,2/2/22,90,25455,122,MI,151,N1,0.352018139,301729.8332,103560.7792,42278.51108,3.84912E+12,1.32111E+12,217172.811,386286.8553
1395,2/2/22,90,25455,122,MI,151,N2,0.298385789,255759.2475,128594.963,52498.67382,3.26268E+12,1.64046E+12,150761.8999,360756.5951
1396,2/2/22,90,25455,122,NO,151,N1,0.164287451,140817.8149,82041.20141,33493.18022,2.87316E+12,1.67392E+12,73831.45443,207804.1753
1397,2/2/22,90,25455,122,NO,151,N2,0.040479356,34696.5905,53600.33054,21882.24331,7.07927E+11,1.09363E+12,-9067.896125,78461.07712
1398,2/3/22,54,25509,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1399,2/4/22,71,25580,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1400,2/5/22,47,25627,64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1401,2/6/22,28,25655,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1402,2/7/22,21,25676,51,CC,152,N1,0.116747899,100069.6274,61464.67648,25092.8491,8.3337E+11,5.11872E+11,49883.9292,150255.3256
1403,2/7/22,21,25676,51,CC,152,N2,0.133480494,114411.8518,128414.414,52424.96501,9.52811E+11,1.06942E+12,9561.921821,219261.7818
1404,2/7/22,21,25676,51,MI,152,N1,0.284164262,243569.3676,58389.9839,23837.61111,3.60506E+12,8.64227E+11,195894.1454,291244.5898
1405,2/7/22,21,25676,51,MI,152,N2,0.105645322,90553.13273,97218.85922,39689.43308,1.34027E+12,1.43893E+12,11174.26657,169931.9989
1406,2/7/22,21,25676,51,NO,152,N1,0.079567802,68200.97306,58483.69286,23875.86763,1.40186E+12,1.20212E+12,20449.23781,115952.7083
1407,2/7/22,21,25676,51,NO,152,N2,0.016603377,14231.46625,26461.58007,10802.89483,2.92525E+11,5.43912E+11,-7374.323397,35837.2559
1408,2/8/22,28,25704,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1409,2/9/22,49,25753,43,CC,153,N1,0.086650668,74272.00145,41230.76498,16832.38932,5.48242E+11,3.04347E+11,40607.22281,107936.7801
1410,2/9/22,49,25753,43,CC,153,N2,0.194424501,166649.5723,153544.8763,62684.43326,1.23013E+12,1.1334E+12,41280.70581,292018.4388
1411,2/9/22,49,25753,43,MI,153,N1,0.277912146,238210.411,115037.5871,46963.89828,3.31834E+12,1.60251E+12,144282.6145,332138.2076
1412,2/9/22,49,25753,43,MI,153,N2,0.31386052,269023.3028,242805.105,99124.76905,3.74758E+12,3.38235E+12,70773.76471,467272.8409
1413,2/9/22,49,25753,43,NO,153,N1,0.08598479,73701.24885,77185.69443,31510.9278,1.55676E+12,1.63036E+12,10679.39325,136723.1045
1414,2/9/22,49,25753,43,NO,153,N2,0.019493991,16709.13556,32530.60561,13280.56413,3.5294E+11,6.87131E+11,-9851.992699,43270.26381
1415,2/10/22,30,25783,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1416,2/11/22,28,25811,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1417,2/12/22,22,25833,29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1418,2/13/22,18,25851,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1419,2/14/22,6,25857,26,CC,154,N1,0.76305334,654045.7203,960310.5509,392045.1407,4.4565E+12,6.5433E+12,-130044.5611,1438136.002
1420,2/14/22,6,25857,26,CC,154,N2,0.235803825,202117.5645,252833.347,103218.7817,1.37718E+12,1.72274E+12,-4319.998886,408555.1279
