,date,new_cases_clarke,cases_cum_clarke,X7_day_ave_clarke,wrf,collection_num,target,mean_copy_num_uL_rxn,mean_copy_num_L,sd_L,se_L,mean_total_copies,sd_total_copies,lo_95,up_95
563,2/15/21,28,11711,34,MI,53,N1,2.00E-04,3571.428571,0,0,59349821071,0,3571.428571,3571.428571
564,2/15/21,28,11711,34,MI,53,N2,0.004844326,86505.81655,143646.5737,82934.38798,1.43755E+12,2.38711E+12,-79362.95941,252374.5925
565,2/15/21,28,11711,34,NO,53,N1,2.00E-04,3571.428571,0,0,85171725000,0,3571.428571,3571.428571
566,2/15/21,28,11711,34,NO,53,N2,2.00E-04,3571.428571,0,0,85171725000,0,3571.428571,3571.428571
567,2/16/21,31,11742,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
568,2/17/21,21,11763,30,CC,54,N1,0.056447299,1007987.476,1029438.212,594346.4288,9.65358E+12,9.85902E+12,-180705.3816,2196680.334
569,2/17/21,21,11763,30,CC,54,N2,0.00464366,82922.49862,137440.085,79351.07005,7.94156E+11,1.31628E+12,-75779.64148,241624.6387
570,2/17/21,21,11763,30,MI,54,N1,0.046372983,828088.975,1428106.282,824517.5464,1.50464E+13,2.59486E+13,-820946.1179,2477124.068
571,2/17/21,21,11763,30,MI,54,N2,0.02529749,451740.892,452512.7632,261258.3657,8.20812E+12,8.22214E+12,-70775.8393,974257.6234
572,2/17/21,21,11763,30,NO,54,N1,0.034585176,617592.4373,539350.5161,311394.1657,2.41499E+13,2.10904E+13,-5195.894027,1240380.769
573,2/17/21,21,11763,30,NO,54,N2,0.006776586,121010.4626,203410.3736,117439.034,4.73191E+12,7.95401E+12,-113867.6054,355888.5305
574,2/18/21,22,11785,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
575,2/19/21,32,11817,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
576,2/20/21,19,11836,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
577,2/21/21,12,11848,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
578,2/22/21,8,11856,21,CC,55,N1,0.014453334,258095.2582,440848.2046,254523.8296,1.94422E+12,3.32089E+12,-250952.401,767142.9173
579,2/22/21,8,11856,21,CC,55,N2,2.00E-04,3571.428571,0,0,26903449643,0,3571.428571,3571.428571
580,2/22/21,8,11856,21,MI,55,N1,2.00E-04,3571.428571,0,0,53130933214,0,3571.428571,3571.428571
581,2/22/21,8,11856,21,MI,55,N2,0.026553975,474178.1335,270089.1407,155936.0381,7.05419E+12,4.01802E+12,162306.0573,786050.2097
582,2/22/21,8,11856,21,NO,55,N1,0.141916542,2534223.97,3461520.416,1998509.744,5.04596E+13,6.89232E+13,-1462795.518,6531243.458
583,2/22/21,8,11856,21,NO,55,N2,0.019096665,341011.8783,342730.1128,197875.3229,6.78998E+12,6.82419E+12,-54738.76746,736762.524
584,2/23/21,16,11872,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
585,2/24/21,32,11904,20,CC,56,N1,0.089915226,1605629.033,1432141.726,826847.4112,1.17305E+13,1.0463E+13,-48065.78986,3259323.855
586,2/24/21,32,11904,20,CC,56,N2,2.00E-04,3571.428571,0,0,26092290357,0,3571.428571,3571.428571
587,2/24/21,32,11904,20,MI,56,N1,2.00E-04,3571.428571,0,0,49886296071,0,3571.428571,3571.428571
588,2/24/21,32,11904,20,MI,56,N2,0.004535668,80994.07129,134099.9508,77422.64272,1.13134E+12,1.87313E+12,-73851.21415,235839.3567
589,2/24/21,32,11904,20,NO,56,N1,2.00E-04,3571.428571,0,0,76113779643,0,3571.428571,3571.428571
590,2/24/21,32,11904,20,NO,56,N2,2.00E-04,3571.428571,0,0,76113779643,0,3571.428571,3571.428571
591,2/25/21,27,11931,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
592,2/26/21,20,11951,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
593,2/27/21,25,11976,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
594,2/28/21,15,11991,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
595,3/1/21,13,12004,21,CC,57,N1,2.00E-04,3571.428571,0,0,25010744643,0,3571.428571,3571.428571
596,3/1/21,13,12004,21,CC,57,N2,2.00E-04,3571.428571,0,0,25010744643,0,3571.428571,3571.428571
597,3/1/21,13,12004,21,MI,57,N1,2.00E-04,3571.428571,0,0,50291875714,0,3571.428571,3571.428571
598,3/1/21,13,12004,21,MI,57,N2,2.00E-04,3571.428571,0,0,50291875714,0,3571.428571,3571.428571
599,3/1/21,13,12004,21,NO,57,N1,0.031005508,553669.7919,952798.3145,550098.3633,1.41261E+13,2.43094E+13,-546526.9348,1653866.519
600,3/1/21,13,12004,21,NO,57,N2,0.009867204,176200.0778,299001.5913,172628.6493,4.49551E+12,7.62863E+12,-169057.2207,521457.3763
601,3/2/21,38,12042,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
602,3/3/21,60,12102,28,CC,58,N1,2.00E-04,3571.428571,0,0,24875551429,0,3571.428571,3571.428571
603,3/3/21,60,12102,28,CC,58,N2,0.0052323,93433.93579,155646.4282,89862.50722,6.50782E+11,1.0841E+12,-86291.07865,273158.9502
604,3/3/21,60,12102,28,MI,58,N1,0.014779077,263912.0891,450923.2512,260340.6605,3.82623E+12,6.53754E+12,-256769.2319,784593.41
605,3/3/21,60,12102,28,MI,58,N2,0.025813084,460947.9207,189619.1027,109476.64,6.68288E+12,2.74912E+12,241994.6407,679901.2006
606,3/3/21,60,12102,28,NO,58,N1,0.024091188,430199.7841,738941.9878,426628.3556,1.18554E+13,2.03636E+13,-423056.927,1283456.495
607,3/3/21,60,12102,28,NO,58,N2,0.0051562,92074.99651,153292.6763,88503.56794,2.53738E+12,4.22441E+12,-84932.13937,269082.1324
608,3/4/21,26,12128,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
609,3/5/21,16,12144,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
610,3/6/21,8,12152,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
611,3/7/21,10,12162,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
612,3/8/21,11,12173,24,CC,59,N1,2.00E-04,3571.428571,0,0,23523619286,0,3571.428571,3571.428571
613,3/8/21,11,12173,24,CC,59,N2,0.004987968,89070.85236,148089.346,85499.42379,5.86675E+11,9.75407E+11,-81927.99522,260069.6999
614,3/8/21,11,12173,24,MI,59,N1,2.00E-04,3571.428571,0,0,47047238571,0,3571.428571,3571.428571
615,3/8/21,11,12173,24,MI,59,N2,0.004716033,84214.86777,139678.534,80643.4392,1.10938E+12,1.84002E+12,-77072.01063,245501.7462
616,3/8/21,11,12173,24,NO,59,N1,0.031628337,564791.7306,490178.9449,283004.9458,1.07112E+13,9.2962E+12,-1218.161052,1130801.622
617,3/8/21,11,12173,24,NO,59,N2,0.011259314,201059.1849,342058.8278,197487.7563,3.81307E+12,6.48711E+12,-193916.3277,596034.6975
618,3/9/21,13,12186,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
619,3/10/21,17,12203,14,CC,60,N1,2.00E-04,3571.428571,0,0,22712460000,0,3571.428571,3571.428571
620,3/10/21,17,12203,14,CC,60,N2,0.004669618,83386.04122,138242.9643,79814.61265,5.30293E+11,8.79155E+11,-76243.18408,243015.2665
621,3/10/21,17,12203,14,MI,60,N1,0.151074194,2697753.457,1207099.688,696919.3296,3.57424E+13,1.59928E+13,1303914.798,4091592.116
622,3/10/21,17,12203,14,MI,60,N2,0.00812883,145157.6831,245234.5865,141586.2545,1.92318E+12,3.2491E+12,-138014.8259,428330.1921
623,3/10/21,17,12203,14,NO,60,N1,2.00E-04,3571.428571,0,0,87875589286,0,3571.428571,3571.428571
624,3/10/21,17,12203,14,NO,60,N2,0.014484007,258642.9876,220968.4783,127576.2104,6.36395E+12,5.43697E+12,3490.566791,513795.4085
625,3/11/21,29,12232,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
626,3/12/21,14,12246,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
627,3/13/21,8,12254,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
628,3/14/21,3,12257,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
629,3/15/21,6,12263,13,CC,61,N1,2.00E-04,3571.428571,0,0,22442073571,0,3571.428571,3571.428571
630,3/15/21,6,12263,13,CC,61,N2,2.00E-04,3571.428571,0,0,22442073571,0,3571.428571,3571.428571
631,3/15/21,6,12263,13,MI,61,N1,2.00E-04,3571.428571,0,0,47182431786,0,3571.428571,3571.428571
632,3/15/21,6,12263,13,MI,61,N2,2.00E-04,3571.428571,0,0,47182431786,0,3571.428571,3571.428571
633,3/15/21,6,12263,13,NO,61,N1,2.00E-04,3571.428571,0,0,68137380000,0,3571.428571,3571.428571
634,3/15/21,6,12263,13,NO,61,N2,2.00E-04,3571.428571,0,0,68137380000,0,3571.428571,3571.428571
635,3/16/21,14,12277,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
636,3/17/21,17,12294,13,CC,62,N1,2.00E-04,3571.428571,0,0,33257530714,0,3571.428571,3571.428571
637,3/17/21,17,12294,13,CC,62,N2,2.00E-04,3571.428571,0,0,33257530714,0,3571.428571,3571.428571
638,3/17/21,17,12294,13,MI,62,N1,2.00E-04,3571.428571,0,0,72463562857,0,3571.428571,3571.428571
639,3/17/21,17,12294,13,MI,62,N2,2.00E-04,3571.428571,0,0,72463562857,0,3571.428571,3571.428571
640,3/17/21,17,12294,13,NO,62,N1,2.00E-04,3571.428571,0,0,91796192500,0,3571.428571,3571.428571
641,3/17/21,17,12294,13,NO,62,N2,2.00E-04,3571.428571,0,0,91796192500,0,3571.428571,3571.428571
642,3/18/21,14,12308,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
643,3/19/21,12,12320,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
644,3/20/21,5,12325,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,3/21/21,6,12331,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
646,3/22/21,2,12333,10,CC,63,N1,2.00E-04,3571.428571,0,0,27038642857,0,3571.428571,3571.428571
647,3/22/21,2,12333,10,CC,63,N2,2.00E-04,3571.428571,0,0,27038642857,0,3571.428571,3571.428571
648,3/22/21,2,12333,10,MI,63,N1,0.014828205,264789.3776,452442.7596,261217.9491,3.77881E+12,6.45681E+12,-257646.5205,787225.2758
649,3/22/21,2,12333,10,MI,63,N2,2.00E-04,3571.428571,0,0,50967841786,0,3571.428571,3571.428571
650,3/22/21,2,12333,10,NO,63,N1,2.00E-04,3571.428571,0,0,69759698571,0,3571.428571,3571.428571
651,3/22/21,2,12333,10,NO,63,N2,2.00E-04,3571.428571,0,0,69759698571,0,3571.428571,3571.428571
652,3/23/21,12,12345,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
653,3/24/21,10,12355,9,CC,64,N1,2.00E-04,3571.428571,0,0,24334778571,0,3571.428571,3571.428571
654,3/24/21,10,12355,9,CC,64,N2,2.00E-04,3571.428571,0,0,24334778571,0,3571.428571,3571.428571
655,3/24/21,10,12355,9,MI,64,N1,2.00E-04,3571.428571,0,0,48939943571,0,3571.428571,3571.428571
656,3/24/21,10,12355,9,MI,64,N2,0.0045832,81842.86483,135570.1044,78271.43626,1.12151E+12,1.85774E+12,-74700.00769,238385.7374
657,3/24/21,10,12355,9,NO,64,N1,0.014752761,263442.1675,450109.3232,259870.7389,5.33522E+12,9.11559E+12,-256299.3103,783183.6453
658,3/24/21,10,12355,9,NO,64,N2,2.00E-04,3571.428571,0,0,72328369643,0,3571.428571,3571.428571
659,3/25/21,11,12366,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
660,3/26/21,14,12380,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
661,3/27/21,12,12392,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
662,3/28/21,5,12397,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
663,3/29/21,4,12401,10,CC,65,N1,0.053799149,960699.0867,1106103.567,451564.8902,7.30965E+12,8.41598E+12,57569.30638,1863828.867
664,3/29/21,4,12401,10,CC,65,N2,0.00286658,51188.93094,106475.9722,47617.50237,3.8948E+11,8.10141E+11,-44046.0738,146423.9357
665,3/29/21,4,12401,10,MI,65,N1,0.01457422,260253.9197,397775.5055,162391.1701,3.91112E+12,5.9778E+12,-64528.42047,585036.26
666,3/29/21,4,12401,10,MI,65,N2,0.00834248,148972.8598,160563.9875,65549.9734,2.23878E+12,2.41297E+12,17872.91302,280072.8066
667,3/29/21,4,12401,10,NO,65,N1,2.00E-04,3571.428571,0,0,74761847500,0,3571.428571,3571.428571
668,3/29/21,4,12401,10,NO,65,N2,2.00E-04,3571.428571,0,0,74761847500,0,3571.428571,3571.428571
669,3/30/21,6,12407,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
670,3/31/21,12,12419,9,CC,66,N1,0.040746238,727611.3917,1038330.297,423896.5686,5.3709E+12,7.66449E+12,-120181.7455,1575404.529
671,3/31/21,12,12419,9,CC,66,N2,0.004292938,76659.61258,179028.757,73088.18401,5.65867E+11,1.32151E+12,-69516.75544,222835.9806
672,3/31/21,12,12419,9,MI,66,N1,2.00E-04,3571.428571,0,0,53266126429,0,3571.428571,3571.428571
673,3/31/21,12,12419,9,MI,66,N2,0.002350617,41975.29937,94069.8876,38403.8708,6.26041E+11,1.40301E+12,-34832.44223,118783.041
674,3/31/21,12,12419,9,NO,66,N1,0.027482812,490764.4987,570455.2637,232887.3862,9.8832E+12,1.1488E+13,24989.72632,956539.2711
675,3/31/21,12,12419,9,NO,66,N2,0.007317227,130664.76,198812.8199,81164.99385,2.63138E+12,4.00377E+12,-31665.22772,292994.7477
676,4/1/21,3,12422,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
677,4/2/21,12,12434,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
678,4/3/21,14,12448,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
679,4/4/21,14,12462,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
680,4/5/21,6,12468,10,CC,67,N1,0.019989227,356950.4767,580394.9758,236945.2567,2.56729E+12,4.17436E+12,-116940.0367,830840.99
681,4/5/21,6,12468,10,CC,67,N2,0.010839764,193567.2176,296078.3236,120873.4694,1.39219E+12,2.12948E+12,-48179.72132,435314.1564
682,4/5/21,6,12468,10,MI,67,N1,0.013332489,238080.1656,574426.746,234508.7371,3.1453E+12,7.5888E+12,-230937.3085,707097.6397
683,4/5/21,6,12468,10,MI,67,N2,2.00E-04,3571.428571,0,0,47182431786,0,3571.428571,3571.428571
684,4/5/21,6,12468,10,NO,67,N1,0.037886041,676536.4501,1648420.917,672965.0215,1.27792E+13,3.11373E+13,-669393.593,2022466.493
685,4/5/21,6,12468,10,NO,67,N2,0.009529755,170174.1967,208640.5691,85177.15566,3.21445E+12,3.94105E+12,-180.1145934,340528.5081
686,4/6/21,9,12477,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
687,4/7/21,14,12491,10,CC,68,N1,0.081937987,1463178.338,1728799.344,705779.3768,9.91433E+12,1.17141E+13,51619.58442,2874737.092
688,4/7/21,14,12491,10,CC,68,N2,0.031888364,569435.0746,408160.3014,166630.7453,3.85843E+12,2.76565E+12,236173.5841,902696.5651
689,4/7/21,14,12491,10,MI,68,N1,0.017175514,306705.6115,742524.0717,303134.1829,3.98225E+12,9.6409E+12,-299562.7543,912973.9773
690,4/7/21,14,12491,10,MI,68,N2,0.014107277,251915.6641,300980.4325,122874.747,3.27086E+12,3.90792E+12,6166.170099,497665.1582
691,4/7/21,14,12491,10,NO,68,N1,2.00E-04,3571.428571,0,0,72193176429,0,3571.428571,3571.428571
692,4/7/21,14,12491,10,NO,68,N2,2.00E-04,3571.428571,0,0,72193176429,0,3571.428571,3571.428571
693,4/8/21,9,12500,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
694,4/9/21,13,12513,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
695,4/10/21,5,12518,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
696,4/11/21,6,12524,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
697,4/12/21,3,12527,8,CC,69,N1,2.00E-04,3571.428571,0,0,24469971786,0,3571.428571,3571.428571
698,4/12/21,3,12527,8,CC,69,N2,2.00E-04,3571.428571,0,0,24469971786,0,3571.428571,3571.428571
699,4/12/21,3,12527,8,MI,69,N1,0.007587582,135492.5401,323139.4095,131921.1115,1.88745E+12,4.50143E+12,-128349.683,399334.7632
700,4/12/21,3,12527,8,MI,69,N2,0.002397644,42815.06681,96126.88934,39243.63824,5.96427E+11,1.33908E+12,-35672.20967,121302.3433
701,4/12/21,3,12527,8,NO,69,N1,2.00E-04,3571.428571,0,0,73004335714,0,3571.428571,3571.428571
702,4/12/21,3,12527,8,NO,69,N2,2.00E-04,3571.428571,0,0,73004335714,0,3571.428571,3571.428571
703,4/13/21,19,12546,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
704,4/14/21,14,12560,10,CC,70,N1,0.18695932,3338559.292,6205747.58,2533485.84,2.32536E+13,4.3224E+13,-1728412.389,8405530.973
705,4/14/21,14,12560,10,CC,70,N2,2.00E-04,3571.428571,0,0,24875551429,0,3571.428571,3571.428571
706,4/14/21,14,12560,10,MI,70,N1,0.106453424,1900953.994,3184886.757,1300224.574,2.4466E+13,4.09907E+13,-699495.1536,4501403.141
707,4/14/21,14,12560,10,MI,70,N2,0.007186286,128326.5291,212554.626,86775.06268,1.65161E+12,2.73566E+12,-45223.5963,301876.6544
708,4/14/21,14,12560,10,NO,70,N1,0.119910628,2141261.208,3651207.788,1490599.338,4.62016E+13,7.87815E+13,-839937.4671,5122459.884
709,4/14/21,14,12560,10,NO,70,N2,2.00E-04,3571.428571,0,0,77060132143,0,3571.428571,3571.428571
710,4/15/21,14,12574,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
711,4/16/21,7,12581,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
712,4/17/21,22,12603,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
713,4/18/21,5,12608,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
714,4/19/21,8,12616,13,CC,71,N1,2.00E-04,3571.428571,0,0,24740358214,0,3571.428571,3571.428571
715,4/19/21,8,12616,13,CC,71,N2,2.00E-04,3571.428571,0,0,24740358214,0,3571.428571,3571.428571
716,4/19/21,8,12616,13,MI,71,N1,2.00E-04,3571.428571,0,0,46100886071,0,3571.428571,3571.428571
717,4/19/21,8,12616,13,MI,71,N2,0.002427291,43344.47718,97423.67462,39773.04861,5.59501E+11,1.25757E+12,-36201.62004,122890.5744
718,4/19/21,8,12616,13,NO,71,N1,0.007514843,134193.6256,319957.7318,130622.197,2.63133E+12,6.27387E+12,-127050.7685,395438.0197
719,4/19/21,8,12616,13,NO,71,N2,2.00E-04,3571.428571,0,0,70030085000,0,3571.428571,3571.428571
720,4/20/21,8,12624,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
721,4/21/21,5,12629,10,CC,72,N1,0.130911777,2337710.308,4804364.301,1961373.513,1.53976E+13,3.16445E+13,-1585036.717,6260457.333
722,4/21/21,5,12629,10,CC,72,N2,0.022558442,402829.3157,558918.2893,228177.4361,2.65328E+12,3.68138E+12,-53525.55662,859184.1879
723,4/21/21,5,12629,10,MI,72,N1,0.008195526,146348.6823,349731.4184,142777.2537,1.85587E+12,4.43499E+12,-139205.8251,431903.1897
724,4/21/21,5,12629,10,MI,72,N2,0.353267612,6308350.208,11165175,4558163.605,7.9997E+13,1.41587E+14,-2807977.002,15424677.42
725,4/21/21,5,12629,10,NO,72,N1,2.00E-04,3571.428571,0,0,75708200000,0,3571.428571,3571.428571
726,4/21/21,5,12629,10,NO,72,N2,0.009595096,171340.9943,260117.5144,106192.5306,3.63214E+12,5.51405E+12,-41044.06682,383726.0555
727,4/22/21,18,12647,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
728,4/23/21,16,12663,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
729,4/24/21,8,12671,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
730,4/25/21,8,12679,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
731,4/26/21,4,12683,10,CC,73,N1,0.007384975,131874.5531,314277.1875,128303.1245,8.93567E+11,2.12951E+12,-124731.6959,388480.8021
732,4/26/21,4,12683,10,CC,73,N2,2.00E-04,3571.428571,0,0,24199585357,0,3571.428571,3571.428571
733,4/26/21,4,12683,10,MI,73,N1,2.00E-04,3571.428571,0,0,46776852143,0,3571.428571,3571.428571
734,4/26/21,4,12683,10,MI,73,N2,0.005392176,96288.86269,145705.3972,59483.97931,1.26115E+12,1.90838E+12,-22679.09593,215256.8213
735,4/26/21,4,12683,10,NO,73,N1,0.008403009,150053.7386,358806.916,146482.31,3.27177E+12,7.82341E+12,-142910.8815,443018.3587
736,4/26/21,4,12683,10,NO,73,N2,2.00E-04,3571.428571,0,0,77871291429,0,3571.428571,3571.428571
737,4/27/21,9,12692,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
738,4/28/21,11,12703,11,CC,74,N1,0.011123017,198625.3065,390107.7558,195053.8779,1.38346E+12,2.71716E+12,-191482.4493,588733.0622
739,4/28/21,11,12703,11,CC,74,N2,2.00E-04,3571.428571,0,0,24875551429,0,3571.428571,3571.428571
740,4/28/21,11,12703,11,MI,74,N1,0.012432395,222007.0516,436871.246,218435.623,3.11784E+12,6.13536E+12,-214864.1944,658878.2976
741,4/28/21,11,12703,11,MI,74,N2,2.00E-04,3571.428571,0,0,50156682500,0,3571.428571,3571.428571
742,4/28/21,11,12703,11,NO,74,N1,0.012121507,216455.4749,425768.0926,212884.0463,4.58849E+12,9.02556E+12,-209312.6177,642223.5675
743,4/28/21,11,12703,11,NO,74,N2,0.005012783,89513.97372,171885.0903,85942.54515,1.89754E+12,3.64367E+12,-82371.11658,261399.064
744,4/29/21,9,12712,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
745,4/30/21,9,12721,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
746,5/1/21,8,12729,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
747,5/2/21,8,12737,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
748,5/3/21,3,12740,8,CC,75,N1,2.00E-04,3571.428571,0,0,21360527857,0,3571.428571,3571.428571
749,5/3/21,3,12740,8,CC,75,N2,0.002435877,43497.79915,97799.23519,39926.37058,2.60158E+11,5.84932E+11,-36354.942,123350.5403
750,5/3/21,3,12740,8,MI,75,N1,2.00E-04,3571.428571,0,0,63946390357,0,3571.428571,3571.428571
751,5/3/21,3,12740,8,MI,75,N2,0.003362754,60049.18667,138341.6892,56477.7581,1.07518E+12,2.47701E+12,-52906.32953,173004.7029
752,5/3/21,3,12740,8,NO,75,N1,0.007541531,134670.1969,321125.0883,131098.7683,3.17084E+12,7.56097E+12,-127527.3398,396867.7335
753,5/3/21,3,12740,8,NO,75,N2,2.00E-04,3571.428571,0,0,84090179286,0,3571.428571,3571.428571
754,5/4/21,10,12750,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
755,5/5/21,4,12754,7,CC,76,N1,2.00E-04,3571.428571,0,0,47588011429,0,3571.428571,3571.428571
756,5/5/21,4,12754,7,CC,76,N2,2.00E-04,3571.428571,0,0,47588011429,0,3571.428571,3571.428571
757,5/5/21,4,12754,7,MI,76,N1,2.00E-04,3571.428571,0,0,98826239643,0,3571.428571,3571.428571
758,5/5/21,4,12754,7,MI,76,N2,0.004716671,84226.27204,139698.2868,80654.84346,2.33065E+12,3.86564E+12,-77083.41489,245535.959
759,5/5/21,4,12754,7,NO,76,N1,2.00E-04,3571.428571,0,0,1.10453E+11,0,3571.428571,3571.428571
760,5/5/21,4,12754,7,NO,76,N2,2.00E-04,3571.428571,0,0,1.10453E+11,0,3571.428571,3571.428571
761,5/6/21,6,12760,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
762,5/7/21,9,12769,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
763,5/8/21,3,12772,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
764,5/9/21,9,12781,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
765,5/10/21,2,12783,6,CC,77,N1,2.00E-04,3571.428571,0,0,25145937857,0,3571.428571,3571.428571
766,5/10/21,2,12783,6,CC,77,N2,2.00E-04,3571.428571,0,0,25145937857,0,3571.428571,3571.428571
767,5/10/21,2,12783,6,MI,77,N1,0.016120458,287865.3214,696374.9745,284293.8929,4.04274E+12,9.7798E+12,-280722.4643,856453.1072
768,5/10/21,2,12783,6,MI,77,N2,0.006321401,112882.163,180270.3529,73595.06338,1.5853E+12,2.53169E+12,-34307.96377,260072.2898
769,5/10/21,2,12783,6,NO,77,N1,0.009353563,167027.9105,400384.9758,163456.4819,3.31941E+12,7.95701E+12,-159885.0533,493940.8743
770,5/10/21,2,12783,6,NO,77,N2,0.008857038,158161.3979,243053.1154,99226.01886,3.14321E+12,4.83029E+12,-40290.63978,356613.4357
771,5/11/21,5,12788,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
772,5/12/21,3,12791,5,CC,78,N1,2.00E-04,3571.428571,0,0,30148086786,0,3571.428571,3571.428571
773,5/12/21,3,12791,5,CC,78,N2,0.005344604,95439.35393,142890.2343,58334.69389,8.05648E+11,1.2062E+12,-21230.03385,212108.7417
774,5/12/21,3,12791,5,MI,78,N1,2.00E-04,3571.428571,0,0,59214627857,0,3571.428571,3571.428571
775,5/12/21,3,12791,5,MI,78,N2,0.002428509,43366.23815,97476.97788,39794.80958,7.19016E+11,1.61618E+12,-36223.38101,122955.8573
776,5/12/21,3,12791,5,NO,78,N1,2.00E-04,3571.428571,0,0,85982884286,0,3571.428571,3571.428571
777,5/12/21,3,12791,5,NO,78,N2,0.002638378,47113.8897,106656.8119,43542.46113,1.13428E+12,2.56778E+12,-39971.03256,134198.812
778,5/13/21,11,12802,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
779,5/14/21,3,12805,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
780,5/15/21,7,12812,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
781,5/16/21,7,12819,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
782,5/17/21,1,12820,5,CC,79,N1,0.014550305,259826.881,443847.4633,256255.4524,1.71138E+12,2.92345E+12,-252684.0239,772337.7859
783,5/17/21,1,12820,5,CC,79,N2,2.00E-04,3571.428571,0,0,23523619286,0,3571.428571,3571.428571
784,5/17/21,1,12820,5,MI,79,N1,2.00E-04,3571.428571,0,0,46776852143,0,3571.428571,3571.428571
785,5/17/21,1,12820,5,MI,79,N2,2.00E-04,3571.428571,0,0,46776852143,0,3571.428571,3571.428571
786,5/17/21,1,12820,5,NO,79,N1,2.00E-04,3571.428571,0,0,65163129286,0,3571.428571,3571.428571
